1,0,0.38779,-3.4852,-1.2242,0
1,1,0.64277,-3.6504,-0.94197,152.36
1,2,0.8023,-3.7375,-0.80843,102.41
1,3,0.93389,-3.8416,-0.66571,72.761
1,4,0.99977,-3.851,-0.6143,57.179
1,5,1.0824,-3.8771,-0.55348,40.117
1,6,1.1059,-3.8433,-0.5656,32.104
1,7,1.1625,-3.8869,-0.48021,25.361
1,8,1.1996,-3.8805,-0.45548,18.169
1,9,1.2,-3.8611,-0.45547,17.152
1,10,1.2348,-3.8761,-0.40749,13.141
1,11,1.2534,-3.8517,-0.41075,7.9971
1,12,1.2512,-3.8324,-0.40096,8.6574
1,13,1.2601,-3.8135,-0.39896,6.1516
1,14,1.2759,-3.7986,-0.38595,3.4533
1,15,1.2992,-3.7784,-0.39707,-2.9769
1,16,1.3265,-3.7782,-0.36972,-6.8566
1,17,1.3463,-3.7751,-0.35363,-9.8944
1,18,1.3565,-3.779,-0.34178,-11
1,19,1.3709,-3.7675,-0.34017,-14.19
1,20,1.38,-3.7711,-0.29355,-12.072
1,21,1.4214,-3.7635,-0.29845,-21.512
1,22,1.4113,-3.7448,-0.29715,-19.584
1,23,1.4203,-3.7455,-0.25914,-18.074
1,24,1.4571,-3.7358,-0.24688,-24.928
1,25,1.4761,-3.7282,-0.23302,-27.769
1,26,1.5028,-3.7248,-0.19729,-30.163
1,27,1.5126,-3.7201,-0.18197,-30.738
1,28,1.529,-3.7069,-0.1951,-35.617
1,29,1.5176,-3.6943,-0.21654,-35.303
1,30,1.498,-3.6785,-0.21622,-31.487
2,0,0.40897,-2.1153,-1.3047,0
2,1,0.48541,-2.1052,-1.3167,27.394
2,2,0.5415,-2.0956,-1.2903,20.057
2,3,0.58759,-2.0887,-1.2978,11.84
2,4,0.6037,-2.09,-1.2841,10.309
2,5,0.62484,-2.0903,-1.2774,7.6652
2,6,0.64391,-2.0822,-1.2532,6.3085
2,7,0.67088,-2.0829,-1.2361,3.3857
2,8,0.67635,-2.0855,-1.2536,1.0338
2,9,0.67421,-2.0809,-1.2508,1.2673
2,10,0.67827,-2.076,-1.2412,1.4303
2,11,0.67361,-2.0797,-1.2533,1.327
2,12,0.66333,-2.0739,-1.2552,2.6188
2,13,0.64394,-2.0714,-1.2449,6.4315
2,14,0.65191,-2.0662,-1.271,2.8309
2,15,0.63879,-2.053,-1.2715,4.5201
2,16,0.63848,-2.0545,-1.2692,4.8098
2,17,0.62661,-2.0476,-1.2698,6.3268
2,18,0.63795,-2.0439,-1.2744,4.096
2,19,0.60338,-2.0446,-1.3101,6.5483
2,20,0.61887,-2.0444,-1.2839,6.392
2,21,0.62331,-2.0448,-1.2672,7.0606
2,22,0.6232,-2.0446,-1.2704,6.7874
2,23,0.59581,-2.0434,-1.2982,8.7575
2,24,0.61477,-2.0306,-1.2824,6.7041
2,25,0.59912,-2.0326,-1.3051,7.3744
2,26,0.58886,-2.0309,-1.3199,7.8608
2,27,0.58546,-2.0225,-1.3119,8.7029
2,28,0.59404,-2.0212,-1.3122,7.3007
2,29,0.57101,-2.0131,-1.3067,10.983
2,30,0.5828,-2.0142,-1.3098,9.2297
3,0,0.29869,-2.9768,-1.2942,0
3,1,0.58445,-3.1073,-1.0328,150.53
3,2,0.73855,-3.1307,-0.95375,95.246
3,3,0.83933,-3.1645,-0.88447,67.913
3,4,0.90069,-3.1711,-0.83831,52.119
3,5,0.9467,-3.165,-0.81814,40.457
3,6,0.97657,-3.1722,-0.76326,35.508
3,7,1.0489,-3.1878,-0.72487,20.981
3,8,1.077,-3.1912,-0.68766,16.437
3,9,1.1229,-3.2009,-0.64697,8.8384
3,10,1.1617,-3.1866,-0.636,0.3727
3,11,1.1986,-3.1759,-0.62833,-7.7511
3,12,1.2012,-3.1823,-0.57625,-4.2987
3,13,1.2459,-3.1835,-0.55412,-12.076
3,14,1.27,-3.1719,-0.55391,-17.587
3,15,1.3183,-3.184,-0.52424,-25.005
3,16,1.3592,-3.192,-0.4915,-30.87
3,17,1.3674,-3.1851,-0.4865,-32.355
3,18,1.3751,-3.1893,-0.472,-32.598
3,19,1.3669,-3.173,-0.45778,-30.08
3,20,1.4016,-3.1846,-0.41594,-33.369
3,21,1.4044,-3.1702,-0.41961,-34.547
3,22,1.4165,-3.1538,-0.42393,-37.686
3,23,1.4377,-3.1611,-0.39691,-39.513
3,24,1.4479,-3.1502,-0.41802,-43.587
3,25,1.4534,-3.1452,-0.41192,-44.351
3,26,1.4739,-3.1397,-0.40563,-48.078
3,27,1.4852,-3.1508,-0.36934,-46.929
3,28,1.5085,-3.1534,-0.3557,-50.385
3,29,1.4933,-3.1339,-0.37983,-49.782
3,30,1.4944,-3.1269,-0.37233,-49.425
4,0,0.39506,-2.3313,-1.1141,0
4,1,0.52893,-2.3159,-1.2593,32.504
4,2,0.62447,-2.308,-1.2815,13.7
4,3,0.70004,-2.3009,-1.2863,-0.3701
4,4,0.74138,-2.2952,-1.2763,-7.2356
4,5,0.76236,-2.2927,-1.2482,-8.7786
4,6,0.80794,-2.2957,-1.2287,-14.731
4,7,0.80976,-2.2892,-1.2286,-15.35
4,8,0.82792,-2.2878,-1.2115,-17.169
4,9,0.85072,-2.277,-1.1956,-20.247
4,10,0.86382,-2.2751,-1.1979,-22.798
4,11,0.86746,-2.2646,-1.1981,-23.775
4,12,0.87002,-2.2571,-1.2044,-25.056
4,13,0.85558,-2.2522,-1.2113,-23.394
4,14,0.86186,-2.252,-1.201,-23.366
4,15,0.8623,-2.2561,-1.2085,-24.133
4,16,0.86615,-2.2535,-1.1957,-23.68
4,17,0.85872,-2.2483,-1.1912,-22.15
4,18,0.86366,-2.2485,-1.1876,-22.655
4,19,0.86608,-2.2403,-1.1834,-22.917
4,20,0.88289,-2.245,-1.1665,-24.241
4,21,0.88447,-2.2439,-1.1741,-25.163
4,22,0.89252,-2.2442,-1.1858,-27.686
4,23,0.89774,-2.2353,-1.1712,-27.445
4,24,0.88944,-2.2305,-1.1874,-27.665
4,25,0.90011,-2.2364,-1.1609,-26.869
4,26,0.9084,-2.2389,-1.1548,-27.841
4,27,0.90006,-2.2483,-1.1458,-25.189
4,28,0.90279,-2.2404,-1.1544,-26.711
4,29,0.91303,-2.2374,-1.1399,-27.209
4,30,0.92841,-2.2346,-1.1359,-29.534
5,0,1.125,-2.4868,-1.2997,0
5,1,0.93403,-2.5081,-1.2071,-17.775
5,2,0.92685,-2.5183,-1.1367,-11.005
5,3,0.95626,-2.5389,-1.0559,-10.549
5,4,1.0133,-2.5546,-0.99851,-17.099
5,5,1.0546,-2.5637,-0.9552,-21.827
5,6,1.0767,-2.5671,-0.92198,-23.491
5,7,1.1099,-2.5677,-0.89988,-28.327
5,8,1.1332,-2.5698,-0.89155,-32.07
5,9,1.1333,-2.5605,-0.89369,-32.644
5,10,1.1437,-2.5583,-0.87533,-33.224
5,11,1.1628,-2.5608,-0.8582,-35.367
5,12,1.2202,-2.5778,-0.80016,-41.262
5,13,1.2372,-2.5731,-0.79504,-44.209
5,14,1.2518,-2.5777,-0.7658,-44.355
5,15,1.2495,-2.5752,-0.75947,-43.541
5,16,1.2622,-2.565,-0.77057,-47.144
5,17,1.2629,-2.5612,-0.77927,-48.102
5,18,1.2682,-2.5582,-0.76942,-48.305
5,19,1.2762,-2.5606,-0.76188,-49.121
5,20,1.2933,-2.5647,-0.7279,-49.294
5,21,1.3029,-2.564,-0.72727,-51.155
5,22,1.3,-2.5555,-0.72124,-50.184
5,23,1.312,-2.5643,-0.70307,-50.676
5,24,1.317,-2.5637,-0.71311,-52.616
5,25,1.322,-2.5567,-0.71767,-54.101
5,26,1.3123,-2.5497,-0.72895,-53.485
5,27,1.309,-2.5479,-0.72459,-52.353
5,28,1.3104,-2.5443,-0.7351,-53.759
5,29,1.3034,-2.5434,-0.72014,-50.946
5,30,1.3038,-2.5313,-0.73208,-52.413
