1,0,0.38949,-1.4837,-1.3291,0
2,0,0.63179,-1.5371,-1.2429,0
3,0,0.51151,-1.2637,-1.2505,0
4,0,0.43053,-1.7118,-1.2622,0
5,0,0.34077,-0.5816,-1.2653,0
6,0,0.1437,-2.4034,-1.2921,0
7,0,0.26639,-3.8454,-1.1843,0
1,7,0.871,-1.2759,-1.0259,151.99
1,8,0.89508,-1.2638,-1.0062,113.6
1,9,0.91908,-1.2495,-0.98439,78.071
1,10,0.92563,-1.2464,-0.97334,69.735
1,11,0.93336,-1.2444,-0.96343,58.228
1,12,0.94565,-1.2414,-0.95491,37.82
1,13,0.95395,-1.2364,-0.94184,28.411
1,14,0.95874,-1.2396,-0.93781,18.697
1,15,0.96002,-1.2475,-0.93907,11.849
1,16,0.96003,-1.2499,-0.93369,13.15
1,17,0.96803,-1.2507,-0.92675,0.097139
1,18,0.96065,-1.2644,-0.93387,4.9799
1,19,0.96973,-1.2636,-0.92596,-8.9211
1,20,0.96964,-1.2669,-0.9231,-8.531
1,1,1,1,1,1
2,1,0.67434,-1.5227,-1.2097,278.53
2,2,0.71032,-1.5088,-1.1772,226.41
2,3,0.73812,-1.4981,-1.152,187.79
2,4,0.75982,-1.49,-1.1329,157.72
2,5,0.78343,-1.4803,-1.1105,126.96
2,6,0.80394,-1.4716,-1.0902,102.05
2,7,0.82462,-1.4642,-1.0735,74.169
2,8,0.84244,-1.4584,-1.0592,50.055
2,9,0.85884,-1.4521,-1.0435,30.391
2,10,0.86986,-1.4483,-1.0329,17.001
2,11,0.88083,-1.4463,-1.0229,2.6425
2,12,0.89063,-1.4441,-1.0133,-9.433
2,13,0.90168,-1.44,-1.0025,-21.935
2,14,0.90829,-1.4399,-0.99692,-31.115
2,15,0.91398,-1.4388,-0.99113,-37.983
2,16,0.91872,-1.4392,-0.98556,-43.604
2,17,0.92078,-1.4414,-0.98412,-47.38
2,18,0.92991,-1.44,-0.97732,-59.554
2,19,0.93324,-1.4418,-0.97332,-64.157
2,20,0.93682,-1.4406,-0.96635,-65.512
1,1,1,1,1,1
3,1,0.67064,-1.227,-1.2099,604.67
3,2,0.76095,-1.1897,-1.1634,396.88
3,3,0.81024,-1.159,-1.1232,300.45
3,4,0.84929,-1.1287,-1.0859,233.87
3,5,0.8826,-1.0993,-1.0487,181.92
3,6,0.91293,-1.0782,-1.0225,131.71
3,7,0.9355,-1.0596,-0.999,97.375
3,8,0.953,-1.0433,-0.97755,73.653
3,9,0.96781,-1.0328,-0.9614,51.568
3,10,0.97811,-1.0242,-0.94761,37.746
3,11,0.98612,-1.0215,-0.93931,24.396
3,12,0.9973,-1.014,-0.92542,9.11
3,13,1.008,-1.0085,-0.91513,-7.0806
3,14,1.0129,-1.008,-0.9079,-14.975
3,15,1.0167,-1.0099,-0.90415,-22.367
3,16,1.025,-1.0069,-0.89531,-34.651
3,17,1.0311,-1.0012,-0.88584,-40.926
3,18,1.0383,-0.99965,-0.8793,-52.66
3,19,1.0384,-1.0052,-0.87864,-55.234
3,20,1.0394,-1.0072,-0.87448,-55.778
1,1,1,1,1,1
4,1,0.5096,-1.721,-1.2717,368.75
4,2,0.55594,-1.7242,-1.2662,287.67
4,3,0.58574,-1.7248,-1.2578,239.63
4,4,0.60692,-1.7247,-1.2457,209.02
4,5,0.62482,-1.724,-1.2315,186.77
4,6,0.6439,-1.7219,-1.2182,162.87
4,7,0.66078,-1.7202,-1.203,143.96
4,8,0.67387,-1.7195,-1.1929,128.24
4,9,0.68569,-1.7202,-1.185,113.11
4,10,0.69487,-1.7216,-1.1772,102.07
4,11,0.70765,-1.7198,-1.1649,89.208
4,12,0.71423,-1.7215,-1.1614,79.774
4,13,0.72375,-1.7215,-1.1537,68.993
4,14,0.73143,-1.7226,-1.1471,59.959
4,15,0.73441,-1.7245,-1.145,55.835
4,16,0.74033,-1.7255,-1.1398,49.305
4,17,0.74675,-1.7267,-1.1351,41.447
4,18,0.7532,-1.7277,-1.1295,34.185
4,19,0.75601,-1.7299,-1.1258,31.314
4,20,0.76012,-1.7313,-1.1219,27.02
1,1,1,1,1,1
5,1,0.78916,-0.22511,-1.0477,1618.1
5,2,0.97196,-0.12328,-0.99729,853.92
5,3,1.0275,-0.082156,-0.96881,648.71
5,4,1.0547,-0.046168,-0.94289,559.67
5,5,1.0604,-0.026219,-0.92255,539.53
5,6,1.0541,-0.040939,-0.91837,545.05
5,7,1.0545,-0.062082,-0.91989,526.32
5,8,1.0609,-0.070113,-0.91512,494.19
5,9,1.0775,-0.05853,-0.90095,438.73
5,10,1.0664,-0.079691,-0.90156,458.03
5,11,1.0682,-0.084595,-0.89419,443.58
5,12,1.0763,-0.094413,-0.8913,407.98
5,13,1.0838,-0.093548,-0.88255,379.82
5,14,1.0689,-0.13188,-0.89254,402.14
5,15,1.0762,-0.1355,-0.88489,372.94
5,16,1.0756,-0.15408,-0.88608,361.37
5,17,1.0725,-0.17924,-0.89068,354.06
5,18,1.0705,-0.20351,-0.89618,344.22
5,19,1.074,-0.21148,-0.89181,325.62
5,20,1.0653,-0.24029,-0.89825,333.25
1,1,1,1,1,1
6,1,0.30571,-2.3851,-1.3106,735.89
6,2,0.40163,-2.3763,-1.3049,550.23
6,3,0.45928,-2.3696,-1.2877,449.76
6,4,0.49875,-2.3635,-1.2698,386.25
6,5,0.52854,-2.3586,-1.2497,344.35
6,6,0.55361,-2.3543,-1.2317,310.95
6,7,0.57484,-2.3501,-1.2165,282.9
6,8,0.59533,-2.3461,-1.1993,259.05
6,9,0.60754,-2.3415,-1.1939,239.89
6,10,0.62153,-2.3369,-1.1817,223.37
6,11,0.63536,-2.3327,-1.1711,206.69
6,12,0.64281,-2.3292,-1.1676,195.4
6,13,0.65282,-2.3247,-1.1588,183.39
6,14,0.66221,-2.3202,-1.1503,172.81
6,15,0.66522,-2.316,-1.1477,168.25
6,16,0.67071,-2.3116,-1.1423,161.84
6,17,0.67848,-2.3068,-1.1346,153.37
6,18,0.68371,-2.304,-1.13,147.65
6,19,0.68834,-2.2999,-1.1283,139.83
6,20,0.69256,-2.2949,-1.1258,133.14
1,1,1,1,1,1
7,1,0.82261,-4.2391,-0.90219,1978.4
7,2,1.088,-4.3763,-0.84543,818.36
7,3,1.2035,-4.5242,-0.76432,455.35
7,4,1.2629,-4.6377,-0.69961,307.04
7,5,1.2967,-4.7316,-0.64245,243.42
7,6,1.3319,-4.8104,-0.5951,171.95
7,7,1.3526,-4.8648,-0.55993,136.42
7,8,1.3712,-4.9048,-0.53261,101.32
7,9,1.3814,-4.9326,-0.51175,86.415
7,10,1.3898,-4.95,-0.495,72.395
7,11,1.4229,-4.9654,-0.48416,-16.21
7,12,1.4054,-4.9776,-0.46895,44.006
7,13,1.4192,-4.9757,-0.46582,4.5359
7,14,1.4355,-4.9895,-0.45358,-33.556
7,15,1.463,-5.0036,-0.44232,-102.83
7,16,1.4436,-5.0024,-0.43542,-45.497
7,17,1.4477,-5.0019,-0.43005,-54.881
7,18,1.4528,-4.9962,-0.42757,-69.93
7,19,1.4514,-4.985,-0.42797,-69.849
7,20,1.4397,-4.979,-0.42327,-36.394
